 ,, ,,,,,,,,,
Seed ID,Task,Categories,Difficulty Vars,Rules,Duplicate,Source, Completion,Remark,,,
NGC-023,Static Jigsaw,"Cognitive Gap (G4, G5)","Piece count, rotation freedom",Solve a static jigsaw puzzle,,https://github.com/MetaAgentX/NextGen-CAPTCHAs,zixiao,,,,
NGC-024,Structure From Motion,Cognitive Gap (G2),"Frame count, motion complexity",Reconstruct 3D structure from motion sequence,,https://github.com/MetaAgentX/NextGen-CAPTCHAs,zixiao,,,,
NGC-025,Subway Paths,"Cognitive Gap (G3, G4)","Map complexity, path length",Count or track paths in a subway-style map,,https://github.com/MetaAgentX/NextGen-CAPTCHAs,zixiao,,,,
NGC-026,Temporal Object Continuity,"Cognitive Gap (G2, G4)","Occlusion duration, object count",Track object identity across occlusions over time,,https://github.com/MetaAgentX/NextGen-CAPTCHAs,zixiao,,,,
NGC-027,Trajectory Recovery,"Cognitive Gap (G2, G4)","Point count, noise level, missing frames",Recover or predict missing parts of a moving trajectory,,https://github.com/MetaAgentX/NextGen-CAPTCHAs,zixiao,,,,
,,,,,,,,,,,
Seed ID,Task,Categories,Difficulty Vars,Rules,,Paper,,,,,
VT-001,AlphaMaze (Standard),Visual-Spatial Reasoning,"Maze size (rows _ cols), wall density, path length, branching factor","Reconstruct mental map from text token representation and output correct sequence of movement tokens (<up>, <down>, <left>, <right>) from origin to target",,https://github.com/janhq/visual-thinker,zixiao,,,,
VT-002,AlphaMaze with Reset,Visual-Spatial Reasoning + Strategic Planning,"Maze size, dead-end frequency, reset requirement, path complexity","Same as standard AlphaMaze, but must detect dead-ends and output reset action then explore alternative paths",,https://github.com/janhq/visual-thinker,zixiao,,,,
VT-003,MazeBench Evaluation,Benchmark,"Maze size range, difficulty levels (easy/medium/hard), number of test cases",Standardized evaluation of LLM maze-solving capability using text-based maze descriptions; measures success rate and reasoning quality,,https://github.com/janhq/visual-thinker,zixiao,,,,
VT-004,Maze-Reasoning SFT,Training Task,"Number of training examples (570k), maze complexity distribution",Supervised Fine-Tuning on text maze descriptions to learn movement sequence prediction,,https://github.com/janhq/visual-thinker,zixiao,,,,
VT-005,Maze-Reasoning-Reset SFT,Training Task,"Number of examples (470k), reset scenario ratio",SFT with explicit reset actions to teach strategic backtracking after dead-ends,,https://github.com/janhq/visual-thinker,zixiao,,,,
VT-006,Maze-Reasoning GRPO,Training Task (RL),"Number of examples (180k), policy optimization parameters",Group Relative Policy Optimization to improve long-term maze solving strategy,,https://github.com/janhq/visual-thinker,zixiao,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Deepseek_counting,Counting,,, 为构建约一万个用于计数任务的高质量冷启动样本 ，研究团队将数据分为粗粒度与细粒度两类进行针对性处理 ：针对粗粒度计数，团队整合并严格筛选了多个公开的密集检测数据集 ，利用多模态大模型生成包含“意图分析、批量定位提取视觉基元、统计求和”的三步思维链，并辅以严格的坐标和数值验证以消除训练噪音 ；针对缺乏现成开源数据的细粒度计数，团队则借助GQA数据集的场景图元数据自主生成带有特定属性或空间约束的问答对 ，要求模型采取“顺序扫描”的策略逐一核对目标对象是否满足条件 ，并特意引入真实计数为零的负样本来有效增强模型抵抗幻觉的能力 。  ,,,zixiao,,,,
Deepseek_VQA,Spatial Reasoning and General Visual QA,,, 在合成场景的数据构造中，研究团队利用 CLEVR 工具链生成多跳推理数据，并将 3D 物体坐标投影为 2D 边界框以监督视觉基元的生成 。基于渲染图像、场景图、问答及执行轨迹等信息，他们引导多模态大模型合成包含意图分析、任务分解和多跳锚定推理的思维链 ；同时，为了提升模型的可靠性，团队还专门构造了查询对象或关系不存在的负样本，以此训练模型基于真实的视觉证据给出“忠实的拒绝”，从而避免生成捏造的回答 。  ,,,zixiao,,,,
Deepseek_maze,Maze Navigation,,,为了提升模型在拓扑推理方面的能力，研究团队针对迷宫导航任务合成了约46万个难度各异的冷启动样本，以训练模型将“点”作为视觉基元进行思考 。在设计上，团队利用DFS、Prim和Kruskal算法生成了包含矩形网格、圆形和蜂窝状等拓扑结构的复杂迷宫，并通过在正确路径中段隐蔽地添加墙壁来构造不可解的负样本，同时应用了多样的视觉干扰样式以防止模型过拟合 。任务难度通过改变网格大小来精确控制，并辅以最低分辨率限制，确保挑战核心在于推理深度而非视觉辨识度 。最终，研究者通过设计自然语言模板，将基于DFS的探索步骤（如检查连通性、前进、死胡同回溯等）显式地转化为带有图像坐标点的思维链，从而监督模型在判断迷宫是否可解及输出路径之前，真正学会利用视觉基元进行连贯的逻辑推演 。,,,zixiao,,,,
Deepseek_Path,Path Tracing,,,为了进一步增强模型跨场景利用视觉基元进行推理的能力，研究团队另设计了路径追踪任务，利用程序生成的贝塞尔曲线缠绕图像，要求模型追踪指定曲线并识别终点。该任务的核心挑战在于交点处的歧义消除，迫使模型利用局部几何连续性来判断路径续接，同时排除了终点重叠干扰，并设计了同质化视觉模式以排除颜色干扰，确保模型真正内化了路径追踪能力。任务难度随线条数量和曲率幅度的增加而提升，且所有视觉样式均随机化处理。最终，团队将路径追踪过程显式地表示为一系列沿目标曲线采样的坐标序列，并确保坐标点的密度根据线条几何形状进行动态自适应调整——简单路段点稀、复杂或交叉区域点密，以此模拟人类的注意力模式，总计生成了12.5万个不同难度的冷启动样本。,,,zixiao,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Seed ID,Task,Categories,Difficulty Vars,Rules,,paper, ,,,,
grilops_akari,Light Up (Akari),Spatial / Constraint,"height, width, black_cell_density",Place light bulbs to illuminate all white cells; bulbs cannot see each other; numbers on black cells count adjacent bulbs.,,https://github.com/obijywk/grilops,yichen,,,,
grilops_aquarium,Aquarium,Logic / Fluid,"height, width",Fill tank sections with water/air; follow row/column water level clues; sections fill completely horizontally.,,https://github.com/obijywk/grilops,yichen,,,,
grilops_araf,Araf,Geometry / Partition,"height, width, num_clues",Divide the grid into regions; each region contains exactly two clues; the area must be between the two clue values.,,https://github.com/obijywk/grilops,yichen,,,,
grilops_battleship,Battleship,Logic Grid,"height, width, ship_fleet",Place a fleet of ships in the grid; ships cannot touch; row/column clues indicate the number of occupied cells.,,https://github.com/obijywk/grilops,yichen,,,,
grilops_castle_wall,Castle Wall,Spatial / Path,"height, width",Draw a single closed loop; clues inside/outside indicate the total length of segments in specific directions or cell types.,,https://github.com/obijywk/grilops,yichen,,,,
grilops_cave,Cave (Bag),Spatial / Visibility,"height, width","Shade cells to form a single ""cave"" area; all clues must be inside and indicate the number of visible cave cells.",,https://github.com/obijywk/grilops,yichen,,,,
grilops_fillomino,Fillomino,Logic / Polyomino,"height, width",Partition the grid into polyominoes; each cell contains the size of its polyomino; regions of the same size cannot touch.,,https://github.com/obijywk/grilops,yichen,,,,
grilops_gokigen,Gokigen Naname,Spatial / Topology,"height, width",Draw diagonal lines in each cell; numbers at vertices indicate the number of connected lines; no loops allowed.,,https://github.com/obijywk/grilops,yichen,,,,
grilops_killer_sudoku,Killer Sudoku,Arithmetic Logic,"size, cage_count",Standard Sudoku rules + cages; digits in a cage must sum to the clue and be unique within the cage.,,https://github.com/obijywk/grilops,yichen,,,,
grilops_kuromasu,Kuromasu,Spatial / Visibility,"height, width",Shade cells (black); black cells cannot be adjacent; white cells must connect; clues show visible white cells in line-of-sight.,,https://github.com/obijywk/grilops,yichen,,,,
grilops_lits,LITS,Logic / Polyomino,"height, width, regions","Place one tetromino (L, I, T, S) in each region; same shapes cannot touch; all shapes must connect; no 2x2 shaded areas.",,https://github.com/obijywk/grilops,yichen,,,,
grilops_masyu,Masyu,Path / Connectivity,"height, width",Draw a loop through all circles; white circles must be passed through straight; black circles must be corners.,,https://github.com/obijywk/grilops,yichen,,,,
grilops_nanro,Nanro,Logic / Partition,"height, width, regions",Fill cells with numbers; a region contains $N$ cells filled with number $N$; same numbers cannot touch across boundaries.,,https://github.com/obijywk/grilops,yichen,,,,
grilops_numberlink,Numberlink,Path Planning,"height, width, pairs",Connect pairs of identical numbers with non-intersecting paths; usually requires every cell to be filled.,,https://github.com/obijywk/grilops,yichen,,,,
grilops_nurikabe,Nurikabe,Logic / Topology,"height, width",Shade cells (ocean) so all are connected; unshaded (islands) contain one clue; island size must match clue; no 2x2 shaded.,,https://github.com/obijywk/grilops,yichen,,,,
grilops_shakashaka,Shakashaka,Geometry / Partition,"height, width",Place triangles in cells to form white rectangles; clues indicate adjacent triangle counts.,,https://github.com/obijywk/grilops,yichen,,,,
grilops_shikaku,Shikaku,Geometry / Partition,"height, width",Divide grid into rectangles; each contains one clue number representing the area of that rectangle.,,https://github.com/obijywk/grilops,yichen,,,,
grilops_skyscraper,Skyscraper,Perspective Logic,size,Fill grid with heights; edge clues show the number of visible buildings in that row/column from that direction.,,https://github.com/obijywk/grilops,yichen,,,,
grilops_slitherlink,Slitherlink,Path / Connectivity,"height, width",Connect adjacent dots to form a single loop; clues inside cells indicate the number of segments surrounding them.,,https://github.com/obijywk/grilops,yichen,,,,
grilops_star_battle,Star Battle,Logic Constraint,"size, star_count","Place stars in regions; no two stars touch; each row, column, and region contains $N$ stars.",,https://github.com/obijywk/grilops,yichen,,,,
grilops_sudoku,Sudoku,Logic Grid,size,"Standard 9x9 Sudoku: rows, columns, and 3x3 boxes must contain all digits 1-9 uniquely.",,https://github.com/obijywk/grilops,yichen,,,,
grilops_tapa,Tapa,Spatial / Connectivity,"height, width",Shade cells to form a connected wall; no 2x2 shaded; clues show lengths of consecutive shaded blocks around a cell.,,https://github.com/obijywk/grilops,yichen,,,,
grilops_yajilin,Yajilin,Path / Visibility,"height, width",Shade cells (black) and draw a loop; black cells cannot touch; clues indicate black cells in a direction.,,https://github.com/obijywk/grilops,yichen,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Seed ID,Task,Categories,Difficulty Vars,Rules,,papper, ,,,,
BL-FF-01,Freeform Shape,Context-dependent Perception,"Number of action strokes, shape complexity",Generating abstract shapes using a fixed number of basic strokes,,https://github.com/nvlabs/bongard-logo,yichen,,,,
BL-BA-01,Basic Shape Synthesis,Geometric Composition,"Combinatorial space of shapes, orientation","Combining primary geometric primitives (circle, square, etc.) into composite objects",,https://github.com/nvlabs/bongard-logo,yichen,,,,
BL-AB-01,Abstract Concept,Conceptual Reasoning,"Abstraction level, distractor similarity","Identifying high-level concepts like ""convexity"", ""concavity"", or ""alignment""",,https://github.com/nvlabs/bongard-logo,yichen,,,,
BL-SD-01,Shape Discrimination,Visual Discrimination,"stroke thickness, texture (zigzag/circle/line)",Discriminating shapes based on fine-grained visual properties,,https://github.com/nvlabs/bongard-logo,yichen,,,,
BL-CO-01,Combinatorial Logic,Logical Reasoning,"Number of objects, spatial relations","Applying logical rules (e.g., ""exist triangle"") to group generation",,https://github.com/nvlabs/bongard-logo,yichen,,,,
BL-TR-01,Transformation,Algebraic Reasoning,"Transformation type (translation, rotation, mirror)",Applying geometric transformations to maintain or break group consistency,,https://github.com/nvlabs/bongard-logo,yichen,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Seed ID,Task,Categories,Difficulty Vars,Rules,,papper, ,,,,
CVR 1,task_shape,Elementary / Shape,Parametric variables,The images contain objects of the same shape.,,https://github.com/serre-lab/CVR,yichen,,,,
CVR 2,task_pos,Elementary / Position,Parametric variables,The images contain objects in the same position.,,https://github.com/serre-lab/CVR,yichen,,,,
CVR 3,task_size,Elementary / Size,Parametric variables,The images contain objects of the same size.,,https://github.com/serre-lab/CVR,yichen,,,,
CVR 4,task_color,Elementary / Color,Parametric variables,The images contain objects of the same color.,,https://github.com/serre-lab/CVR,yichen,,,,
CVR 5,task_rot,Elementary / Rotation,Parametric variables,The images contain objects of the same shape with different rotations.,,https://github.com/serre-lab/CVR,yichen,,,,
CVR 6,task_flip,Elementary / Flip,Parametric variables,The images contain objects of the same shape with different flips.,,https://github.com/serre-lab/CVR,yichen,,,,
CVR 7,task_count,Elementary / Count,Parametric variables,The images contain the same number of objects.,,https://github.com/serre-lab/CVR,yichen,,,,
CVR 8,task_inside,Elementary / Inside,Parametric variables,The images contain an object inside another object.,,https://github.com/serre-lab/CVR,yichen,,,,
CVR 9,task_contact,Elementary / Contact,Parametric variables,The images contain an object in contact with another object.,,https://github.com/serre-lab/CVR,yichen,,,,
CVR 10,task_sym_rot,Elementary / Symmetry,Parametric variables,The images contain 2 objects in a rotational symmetry around a center indicated by a third small object.,,https://github.com/serre-lab/CVR,yichen,,,,
CVR 11,task_sym_mir,Elementary / Symmetry,Parametric variables,The images contain 2 objects in a mirror symmetry.,,https://github.com/serre-lab/CVR,yichen,,,,
CVR 12,task_pos_pos_1,Compositional / Position,Parametric variables,The images contain a set of objects that have the same spatial configuration.,,https://github.com/serre-lab/CVR,yichen,,,,
CVR 13,task_pos_pos_2,Compositional / Position,Parametric variables,Each image contains 2 sets of objects that have the same spatial configuration.,,https://github.com/serre-lab/CVR,yichen,,,,
CVR 14,task_pos_count_2,Compositional / Pos+Count,Parametric variables,The images contain a sets of objects that are aligned. The number of objects in the set is the same.,,https://github.com/serre-lab/CVR,yichen,,,,
CVR 15,task_pos_count_1,Compositional / Pos+Count,Parametric variables,"In each image, the relationship between the number of objects on one side and the number of objects on the other side is the same. For example, if the number of objects on the left is always bigger than the number of objects on the right.",,https://github.com/serre-lab/CVR,yichen,,,,
CVR 16,task_pos_pos_4,Compositional / Position,Parametric variables,The images contain 3 sets of objects that have the same spatial configuration.,,https://github.com/serre-lab/CVR,yichen,,,,
CVR 17,task_inside_inside_1,Compositional / Inside,Parametric variables,"Each image contains 3 objects. In all images, 1 object contains the 2 other objects.",,https://github.com/serre-lab/CVR,yichen,,,,
CVR 18,task_inside_inside_2,Compositional / Inside,Parametric variables,"In each image, one object contains all the other objects.",,https://github.com/serre-lab/CVR,yichen,,,,
CVR 19,task_pos_inside_3,Compositional / Pos+Inside,Parametric variables,Objects that contain objects are always on the same side of the image.,,https://github.com/serre-lab/CVR,yichen,,,,
CVR 20,task_pos_inside_1,Compositional / Pos+Inside,Parametric variables,"In each image, an object contains another object. The inner object is always on the same side of the outer object.",,https://github.com/serre-lab/CVR,yichen,,,,
CVR 21,task_pos_inside_2,Compositional / Pos+Inside,Parametric variables,"In each image, an object contains 2 objects. The 2 inner objects are always positioned similarly within the outer object.",,https://github.com/serre-lab/CVR,yichen,,,,
CVR 22,task_pos_inside_4,Compositional / Pos+Inside,Parametric variables,"In each image, the object that contains another object is always positioned similarly with respect to the other objects across the same dimension.",,https://github.com/serre-lab/CVR,yichen,,,,
CVR 23,task_rot_rot_1,Compositional / Rot+Rot,Parametric variables,Each image contain 2 similarly shaped objects with different rotations.,,https://github.com/serre-lab/CVR,yichen,,,,
CVR 24,task_flip_flip_1,Compositional / Flip+Flip,Parametric variables,Each image contain 2 similarly shaped objects flipped differently.,,https://github.com/serre-lab/CVR,yichen,,,,
CVR 25,task_rot_rot_3,Compositional / Rot+Rot,Parametric variables,"Each image contain 2 similarly shaped objects, the difference between rotation of the 2 objects is the same in all images.",,https://github.com/serre-lab/CVR,yichen,,,,
CVR 26,task_pos_pos_3,Compositional / Pos+Pos,Parametric variables,Each image contains 2 pairs of objects. Objects of each pair have the same position in one spatial dimension (for example the x axis) but different positions in the other dimension (for example the y axis). The distance between 2 objects of a pair along the second dimension and the position of the pair along the first dimension maintain the same order across images.,,https://github.com/serre-lab/CVR,yichen,,,,
CVR 27,task_pos_count_4,Compositional / Pos+Count,Parametric variables,The images contain 3 sets of objects that are aligned.,,https://github.com/serre-lab/CVR,yichen,,,,
CVR 28,task_size_size_5,Compositional / Size+Size,Parametric variables,Each image contains 3 pairs of aligned objects. The object sizes in each pair are maintained in all images.,,https://github.com/serre-lab/CVR,yichen,,,,
CVR 29,task_size_sym_1,Compositional / Size+Sym,Parametric variables,Each image contains objects in a mirror symmetry with respect to the same axis. The distance to the axis is correlated with the size for each object.,,https://github.com/serre-lab/CVR,yichen,,,,
CVR 30,task_size_sym_2,Compositional / Size+Sym,Parametric variables,Each image contains objects in a rotational symmetry with respect to the center of the image. The distance to the center is correlated with the size for each object.,,https://github.com/serre-lab/CVR,yichen,,,,
CVR 31,task_color_color_1,Compositional / Color+Color,Parametric variables,Each image contains 2 objects with similar color hues.,,https://github.com/serre-lab/CVR,yichen,,,,
CVR 32,task_color_color_2,Compositional / Color+Color,Parametric variables,All objects in an image have the same hue.,,https://github.com/serre-lab/CVR,yichen,,,,
CVR 33,task_sym_sym_1,Compositional / Sym+Sym,Parametric variables,Each image contains 2 objects that have a mirror symmetry. The axis of symmetry is the same in all images.,,https://github.com/serre-lab/CVR,yichen,,,,
CVR 34,task_sym_sym_2,Compositional / Sym+Sym,Parametric variables,Each image contains 2 objects that have a rotational symmetry. The angle of symmetry is the same in all images.,,https://github.com/serre-lab/CVR,yichen,,,,
CVR 35,task_shape_contact_3,Compositional / Shape+Contact,Parametric variables,Each image contains 3 objects among which 2 have the same shape and 2 are in contact. The objects with similar shapes are in contact in all images. The objects have different sizes and colors.,,https://github.com/serre-lab/CVR,yichen,,,,
CVR 36,task_shape_contact_4,Compositional / Shape+Contact,Parametric variables,Each image contains 3 objects among which 2 have the same shape and 2 are in contact. The objects with similar shapes are in contact in all images. The objects have different colors.,,https://github.com/serre-lab/CVR,yichen,,,,
CVR 37,task_contact_contact_2,Compositional / Contact,Parametric variables,"In each image, each object is in contact with another object.",,https://github.com/serre-lab/CVR,yichen,,,,
CVR 38,task_pos_size_1,Compositional / Pos+Size,Parametric variables,"In each image, the large object is always positioned similarly with respect to the small object along the same dimension.",,https://github.com/serre-lab/CVR,yichen,,,,
CVR 39,task_pos_size_2,Compositional / Pos+Size,Parametric variables,"In each image, the spatial configurations are maintained between sizes.",,https://github.com/serre-lab/CVR,yichen,,,,
CVR 40,task_pos_rot_2,Compositional / Pos+Rot,Parametric variables,Each image contains 2 sets of objects that have the same spatial configuration. One of the spatial configurations is rotated and objects in the configuration are rotated with the same angle.,,https://github.com/serre-lab/CVR,yichen,,,,
CVR 41,task_pos_col_1,Compositional / Pos+Color,Parametric variables,"In each image, the objects are always positioned similarly along the same dimension with respect to their colors.",,https://github.com/serre-lab/CVR,yichen,,,,
CVR 42,task_pos_col_2,Compositional / Pos+Color,Parametric variables,The images contain a set of objects that have the same spatial configuration and color configuration. Both configurations are maintained in all images.,,https://github.com/serre-lab/CVR,yichen,,,,
CVR 43,task_pos_contact,Compositional / Pos+Contact,Parametric variables,The images contain two objects in contact along the same direction.,,https://github.com/serre-lab/CVR,yichen,,,,
CVR 44,task_size_shape_1,Compositional / Size+Shape,Parametric variables,The images contain two pairs of objects. Each pair of objects have the same size and shape.,,https://github.com/serre-lab/CVR,yichen,,,,
CVR 45,task_size_shape_2,Compositional / Size+Shape,Parametric variables,"The images contain 4 objects with 4 different shapes (a,b,c,d). When a is bigger than b, c is bigger d. Conversly, when a is smaller than b, c is smaller than d.",,https://github.com/serre-lab/CVR,yichen,,,,
CVR 46,task_size_rot,Compositional / Size+Rot,Parametric variables,Each image contain 3 objects with the same shape. The smallest is rotated to the left and the largest is rotated to the right with respect to the average one.,,https://github.com/serre-lab/CVR,yichen,,,,
CVR 47,task_size_inside_1,Compositional / Size+Inside,Parametric variables,"In each image, one of the objects contains an object. The object that contains an object is either always the larger one or always the smaller one.",,https://github.com/serre-lab/CVR,yichen,,,,
CVR 48,task_size_contact,Compositional / Size+Contact,Parametric variables,"The images contain 4 objects a,b,c and d. The contact and size configurations are constant across images. For example, a contact configuration is A being in contact with B and C being in contact with D. A size configuration is A and B having the same size which is bigger than C and D.",,https://github.com/serre-lab/CVR,yichen,,,,
CVR 49,task_size_count_1,Compositional / Size+Count,Parametric variables,"Each image contains sets of objects. Within each set, objects have the same size. All images have the same number of sets.",,https://github.com/serre-lab/CVR,yichen,,,,
CVR 50,task_shape_inside,Compositional / Shape+Inside,Parametric variables,"Each image contains 2 objects, A and B, whose shapes don't change across images. In each image, A is inside B.",,https://github.com/serre-lab/CVR,yichen,,,,
CVR 51,task_shape_inside_1,Compositional / Shape+Inside,Parametric variables,"Each image contains several objects. In each image, if an object is inside another object, they share the same shape.",,https://github.com/serre-lab/CVR,yichen,,,,
CVR 52,task_shape_count_1,Compositional / Shape+Count,Parametric variables,"Each image contains sets of objects. Within each set, objects have the same shape. The number of objects in each set is constant across images.",,https://github.com/serre-lab/CVR,yichen,,,,
CVR 53,task_shape_count_2,Compositional / Shape+Count,Parametric variables,"Each image contains sets of objects. Within each set, objects have the same shape. The number of sets is constant across images.",,https://github.com/serre-lab/CVR,yichen,,,,
CVR 54,task_rot_color,Compositional / Rot+Color,Parametric variables,In each image objects with the same shapes have the same color. All objects are randomly rotated.,,https://github.com/serre-lab/CVR,yichen,,,,
CVR 55,task_rot_inside_1,Compositional / Rot+Inside,Parametric variables,"Each image contains 2 pairs of objects. In each pair, one of the objects is inside the other. One of the pairs is a rotation of the other pair.",,https://github.com/serre-lab/CVR,yichen,,,,
CVR 56,task_rot_inside_2,Compositional / Rot+Inside,Parametric variables,"In each image, if an object contains on object, they share the same shape. The objects are randomly rotated.",,https://github.com/serre-lab/CVR,yichen,,,,
CVR 57,task_rot_count_1,Compositional / Rot+Count,Parametric variables,Each image contains sets of objects. Within each set objects have the same shape and are randomly rotated. The number of objects in each set is constant across images.,,https://github.com/serre-lab/CVR,yichen,,,,
CVR 58,task_color_inside_1,Compositional / Color+Inside,Parametric variables,"Each image contains 2 objects, A and B, whose colors don't change across images. In each image, A is inside B.",,https://github.com/serre-lab/CVR,yichen,,,,
CVR 59,task_color_inside_2,Compositional / Color+Inside,Parametric variables,"Each image contains several objects. In each image, if an object is inside another object, they share the same color.",,https://github.com/serre-lab/CVR,yichen,,,,
CVR 60,task_color_contact,Compositional / Color+Contact,Parametric variables,"The images contain 4 objects A,B,C and D. The contact and color configurations are constant across images.",,https://github.com/serre-lab/CVR,yichen,,,,
CVR 61,task_inside_contact,Compositional / Inside+Contact,Parametric variables,"The images contain 4 objects A,B,C and D, 2 of which contain an object. The insideness and contact configurations are constant across images.",,https://github.com/serre-lab/CVR,yichen,,,,
CVR 62,task_contact_count_1,Compositional / Contact+Count,Parametric variables,"Each image contains sets of objects. Within each set, objects are in contact. The number of objects in each set is constant across images.",,https://github.com/serre-lab/CVR,yichen,,,,
CVR 63,task_contact_count_2,Compositional / Contact+Count,Parametric variables,"Each image contains sets of objects. Within each set, objects are in contact. The number of sets is constant across images.",,https://github.com/serre-lab/CVR,yichen,,,,
CVR 64,task_size_color_1,Compositional / Size+Color,Parametric variables,Each image contains 2 objects. The larger object always has the same color.,,https://github.com/serre-lab/CVR,yichen,,,,
CVR 65,task_size_color_2,Compositional / Size+Color,Parametric variables,"In each image, objects with the same size have the same color.",,https://github.com/serre-lab/CVR,yichen,,,,
CVR 66,task_color_sym_1,Compositional / Color+Sym,Parametric variables,"In each image, each pair of objects are in a rotational symmetry around the center of the image. The objects of each pair have the same color.",,https://github.com/serre-lab/CVR,yichen,,,,
CVR 67,task_color_sym_2,Compositional / Color+Sym,Parametric variables,"In each image, each pair of objects are in a mirror symmetry around the same axis. The objects of each pair have the same color.",,https://github.com/serre-lab/CVR,yichen,,,,
CVR 68,task_shape_rot_1,Compositional / Shape+Rot,Parametric variables,Each image contains 2 objects that have similar shapes and a third differently shaped object. The similarly shaped objects are randomly rotated. The shapes are the same across images.,,https://github.com/serre-lab/CVR,yichen,,,,
CVR 69,task_shape_contact_5,Compositional / Shape+Contact,Parametric variables,"In each image, similarly shaped objects are in contact.",,https://github.com/serre-lab/CVR,yichen,,,,
CVR 70,task_rot_contact_1,Compositional / Rot+Contact,Parametric variables,Each image contains 3 objects among which 2 have the same shape and 2 are in contact.,,https://github.com/serre-lab/CVR,yichen,,,,
CVR 71,task_flip_inside_2,Compositional / Flip+Inside,Parametric variables,"In each image, if an object contains on object, they share the same shape. The objects are randomly flipped.",,https://github.com/serre-lab/CVR,yichen,,,,
CVR 72,task_flip_color_1,Compositional / Flip+Color,Parametric variables,In each image objects with the same shapes have the same color. All objects are randomly flipped.,,https://github.com/serre-lab/CVR,yichen,,,,
CVR 73,task_shape_flip_1,Compositional / Shape+Flip,Parametric variables,Each image contains 2 objects that have similar shapes and a third differently shaped object. The similarly shaped objects are randomly flipped. The shapes are the same across images.,,https://github.com/serre-lab/CVR,yichen,,,,
CVR 74,task_rot_flip_1,Compositional / Rot+Flip,Parametric variables,Each image contains 4 objects. All 4 objects have the same shape and are placed in the same 4 locations. Objects aligned vertically have a the same difference in rotation angle and objects aligned vertically are flipped differently.,,https://github.com/serre-lab/CVR,yichen,,,,
,,,,,,,,,,,
Seed ID,Task,Categories,Difficulty Vars,Rules,,paper, ,,,,
Hyper_ball_trajectory,Ball Trajectory Prediction,Physical Intuition,"num_bounces, obstacle_complexity",Predict the movement of a ball in a container; requires simulating physics and reflections mentally.,,github.com/phoenixz810/mm-helix,yichen,,,,
Hyper_connect_the_dots,Connect the Dots,Spatial Perception,"num_dots, grid_density",Mentally connect numbered dots to identify a hidden shape or path without explicit lines drawn.,,github.com/phoenixz810/mm-helix,yichen,,,,
Hyper_seven_seg,Seven-segment Display,Symbolic Reasoning,"occlusion_ratio, num_digits","Recognize numbers or characters from partially occluded or ""broken"" seven-segment displays.",,github.com/phoenixz810/mm-helix,yichen,,,,
Hyper_triangle_completion,Triangle Completion,Geometry / Mental Imagery,"missing_vertices, noise_level","Given partial geometric cues, determine the properties or position of the missing parts to form a triangle.",,github.com/phoenixz810/mm-helix,yichen,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Seed ID,Task,Categories,Difficulty Vars,Rules,,Paper,,,,,
LPT-001,PuzzleVQA - Colors,Abstract Visual Pattern,"Number of objects, color variety, pattern complexity",Identify or complete patterns based solely on color attributes,,https://github.com/declare-lab/LLM-PuzzleTest,yichen,,,,
LPT-002,PuzzleVQA - Numbers,Abstract Visual Pattern,"Number of elements, numerical patterns, grid size",Identify or complete patterns based on numerical relationships,,https://github.com/declare-lab/LLM-PuzzleTest,yichen,,,,
LPT-003,PuzzleVQA - Sizes,Abstract Visual Pattern,"Size variation, object count, spatial arrangement",Reason about patterns based on relative or absolute sizes,,https://github.com/declare-lab/LLM-PuzzleTest,yichen,,,,
LPT-004,PuzzleVQA - Shapes,Abstract Visual Pattern,"Shape variety, geometric complexity",Identify or complete patterns based on shape attributes,,https://github.com/declare-lab/LLM-PuzzleTest,yichen,,,,
LPT-005,PuzzleVQA - Colors & Numbers,Abstract Visual Pattern (Dual),Combined color + numerical complexity,Reason about patterns requiring joint understanding of color and number,,https://github.com/declare-lab/LLM-PuzzleTest,yichen,,,,
LPT-006,PuzzleVQA - Colors & Size,Abstract Visual Pattern (Dual),Combined color + size variation,Reason about patterns involving both color and size attributes,,https://github.com/declare-lab/LLM-PuzzleTest,yichen,,,,
LPT-007,PuzzleVQA - Colors & Shapes,Abstract Visual Pattern (Dual),Combined color + shape complexity,Reason about patterns combining color and geometric shapes,,https://github.com/declare-lab/LLM-PuzzleTest,yichen,,,,
LPT-008,PuzzleVQA - Numbers & Size,Abstract Visual Pattern (Dual),Combined numerical + size variation,Reason about patterns involving numbers and sizes,,https://github.com/declare-lab/LLM-PuzzleTest,yichen,,,,
LPT-009,PuzzleVQA - Numbers & Shapes,Abstract Visual Pattern (Dual),Combined numerical + shape complexity,Reason about patterns combining numbers and shapes,,https://github.com/declare-lab/LLM-PuzzleTest,yichen,,,,
LPT-010,PuzzleVQA - Size & Shapes,Abstract Visual Pattern (Dual),Combined size + shape variation,Reason about patterns involving size and geometric shapes,,https://github.com/declare-lab/LLM-PuzzleTest,yichen,,,,
LPT-011,AlgoPuzzleVQA - Arithmetic,Algorithmic Visual Reasoning,"Problem scale, numerical range, visual encoding","Solve arithmetic problems presented visually (e.g., visual calculations)",,https://github.com/declare-lab/LLM-PuzzleTest,yichen,,,,
